----------------------------------------------------
       Curve Parameters       | Order | Generator  
  a = 36   b = 6    p = 53    | 55    |  (0, 18)   
  a = 37   b = 6    p = 53    | 43    |  (0, 18)   
  a = 38   b = 6    p = 53    | 52    |  (9, 21)   
  a = 39   b = 6    p = 53    | 45    |  (0, 18)   
  a = 40   b = 6    p = 53    | 57    |  (0, 18)   
  a = 41   b = 6    p = 53    | 44    | Not Cyclic 
  a = 42   b = 6    p = 53    | 48    | Not Cyclic 
  a = 43   b = 6    p = 53    | 53    |  (0, 18)   
  a = 44   b = 6    p = 53    | 63    |  (2, 46)   
  a = 45   b = 6    p = 53    | 63    |  (1, 23)   
  a = 46   b = 6    p = 53    | 48    | Not Cyclic 
  a = 47   b = 6    p = 53    | 58    |  (3, 42)   
  a = 48   b = 6    p = 53    | 52    |  (0, 18)   
  a = 49   b = 6    p = 53    | 54    |  (2, 18)   
  a = 50   b = 6    p = 53    | 41    |  (0, 18)   
  a = 51   b = 6    p = 53    | 60    |   (8, 5)   
  a = 52   b = 6    p = 53    | 52    |  (0, 18)   
  a = 0    b = 7    p = 53    | 54    |  (2, 42)   
  a = 1    b = 7    p = 53    | 60    |  (0, 22)   
  a = 2    b = 7    p = 53    | 52    |  (0, 22)   
  a = 4    b = 7    p = 53    | 53    |  (0, 22)   
  a = 5    b = 7    p = 53    | 56    |  (1, 15)   
  a = 6    b = 7    p = 53    | 52    |  (4, 28)   
  a = 7    b = 7    p = 53    | 68    |  (1, 42)   
  a = 8    b = 7    p = 53    | 58    |  (0, 22)   
  a = 9    b = 7    p = 53    | 51    |  (0, 22)   
  a = 10   b = 7    p = 53    | 42    |  (0, 22)   
  a = 11   b = 7    p = 53    | 52    |  (0, 22)   
  a = 12   b = 7    p = 53    | 48    |  (4, 15)   
  a = 13   b = 7    p = 53    | 58    |  (5, 12)   
  a = 14   b = 7    p = 53    | 42    |  (5, 34)   
  a = 15   b = 7    p = 53    | 48    | Not Cyclic 
  a = 16   b = 7    p = 53    | 60    |  (2, 10)   
  a = 17   b = 7    p = 53    | 43    |  (0, 22)   
  a = 18   b = 7    p = 53    | 52    | Not Cyclic 
  a = 19   b = 7    p = 53    | 54    |  (0, 22)   
  a = 20   b = 7    p = 53    | 64    |  (0, 22)   
  a = 21   b = 7    p = 53    | 66    |  (0, 22)   
  a = 22   b = 7    p = 53    | 60    |  (2, 18)   
  a = 23   b = 7    p = 53    | 62    |  (0, 22)   
  a = 24   b = 7    p = 53    | 48    | Not Cyclic 
  a = 25   b = 7    p = 53    | 47    |  (0, 22)   
  a = 26   b = 7    p = 53    | 44    | Not Cyclic 
  a = 27   b = 7    p = 53    | 44    | Not Cyclic 
  a = 28   b = 7    p = 53    | 55    |  (0, 22)   
  a = 29   b = 7    p = 53    | 66    |  (3, 42)   
  a = 30   b = 7    p = 53    | 59    |  (0, 22)   
  a = 31   b = 7    p = 53    | 48    |  (6, 12)   
  a = 32   b = 7    p = 53    | 57    |  (0, 22)   
  a = 33   b = 7    p = 53    | 41    |  (0, 22)   
  a = 34   b = 7    p = 53    | 53    |  (0, 22)   
  a = 35   b = 7    p = 53    | 63    |  (5, 28)   
  a = 36   b = 7    p = 53    | 52    | Not Cyclic 
  a = 37   b = 7    p = 53    | 57    |  (0, 22)   
  a = 38   b = 7    p = 53    | 65    |  (0, 22)   
  a = 39   b = 7    p = 53    | 45    |  (0, 22)   
  a = 40   b = 7    p = 53    | 60    |  (7, 10)   
  a = 41   b = 7    p = 53    | 59    |  (0, 22)   
  a = 42   b = 7    p = 53    | 64    |  (0, 22)   
  a = 43   b = 7    p = 53    | 58    |  (0, 22)   
  a = 44   b = 7    p = 53    | 54    |  (3, 22)   
  a = 45   b = 7    p = 53    | 60    | Not Cyclic 
  a = 46   b = 7    p = 53    | 63    |   (1, 1)   
  a = 47   b = 7    p = 53    | 58    |  (3, 49)   
  a = 48   b = 7    p = 53    | 45    |  (0, 22)   
  a = 49   b = 7    p = 53    | 63    |  (1, 51)   
  a = 50   b = 7    p = 53    | 57    |  (0, 22)   
  a = 51   b = 7    p = 53    | 62    |   (2, 8)   
  a = 52   b = 7    p = 53    | 60    | Not Cyclic 
  a = 0    b = 8    p = 53    | 54    |  (1, 50)   
  a = 1    b = 8    p = 53    | 61    |  (1, 13)   
  a = 2    b = 8    p = 53    | 51    |   (1, 8)   
  a = 3    b = 8    p = 53    | 48    |  (5, 28)   
  a = 4    b = 8    p = 53    | 50    |  (1, 15)   
  a = 5    b = 8    p = 53    | 54    |  (7, 42)   
  a = 6    b = 8    p = 53    | 54    |  (1, 42)   
  a = 7    b = 8    p = 53    | 48    |  (1, 49)   
  a = 8    b = 8    p = 53    | 49    |  (1, 21)   
  a = 9    b = 8    p = 53    | 50    |  (6, 15)   
  a = 10   b = 8    p = 53    | 43    |  (2, 47)   
  a = 11   b = 8    p = 53    | 66    |  (7, 51)   
  a = 12   b = 8    p = 53    | 45    |   (7, 8)   
  a = 13   b = 8    p = 53    | 40    |  (2, 28)   
  a = 14   b = 8    p = 53    | 51    |  (2, 16)   
  a = 15   b = 8    p = 53    | 55    |  (2, 24)   
  a = 16   b = 8    p = 53    | 42    |  (13, 44)  
  a = 17   b = 8    p = 53    | 48    |  (5, 18)   
  a = 18   b = 8    p = 53    | 64    | Not Cyclic 
  a = 19   b = 8    p = 53    | 46    |  (7, 22)   
  a = 20   b = 8    p = 53    | 46    |  (3, 28)   
  a = 21   b = 8    p = 53    | 63    |  (8, 23)   
  a = 22   b = 8    p = 53    | 44    |  (8, 22)   
  a = 23   b = 8    p = 53    | 48    | Not Cyclic 
  a = 24   b = 8    p = 53    | 65    |   (2, 8)   
  a = 25   b = 8    p = 53    | 44    |  (2, 15)   
  a = 26   b = 8    p = 53    | 66    |  (3, 22)   
  a = 27   b = 8    p = 53    | 63    |  (3, 13)   
  a = 28   b = 8    p = 53    | 56    |   (4, 5)   
  a = 29   b = 8    p = 53    | 56    | Not Cyclic 
  a = 30   b = 8    p = 53    | 50    |  (12, 33)  
  a = 31   b = 8    p = 53    | 67    |  (1, 27)   
  a = 32   b = 8    p = 53    | 52    |  (15, 10)  
  a = 33   b = 8    p = 53    | 49    |  (1, 28)   
  a = 34   b = 8    p = 53    | 56    |  (4, 46)   
  a = 35   b = 8    p = 53    | 64    | Not Cyclic 
  a = 36   b = 8    p = 53    | 48    | Not Cyclic 
  a = 37   b = 8    p = 53    | 60    | Not Cyclic 
  a = 38   b = 8    p = 53    | 45    |  (1, 10)   
  a = 39   b = 8    p = 53    | 42    |  (4, 49)   
  a = 40   b = 8    p = 53    | 45    |  (1, 46)   
  a = 41   b = 8    p = 53    | 56    | Not Cyclic 
  a = 42   b = 8    p = 53    | 50    |  (4, 44)   
  a = 43   b = 8    p = 53    | 60    | Not Cyclic 
  a = 44   b = 8    p = 53    | 48    |  (15, 42)  
  a = 45   b = 8    p = 53    | 60    |  (5, 27)   
  a = 46   b = 8    p = 53    | 51    |  (4, 16)   
  a = 47   b = 8    p = 53    | 57    |  (2, 51)   
  a = 48   b = 8    p = 53    | 55    |  (1, 51)   
  a = 49   b = 8    p = 53    | 56    |  (5, 22)   
  a = 50   b = 8    p = 53    | 60    |  (1, 18)   
  a = 52   b = 8    p = 53    | 53    |  (4, 42)   
  a = 0    b = 9    p = 53    | 54    |  (1, 13)   
  a = 1    b = 9    p = 53    | 60    |  (4, 36)   
  a = 2    b = 9    p = 53    | 57    |  (0, 50)   
  a = 3    b = 9    p = 53    | 45    |  (0, 50)   
  a = 4    b = 9    p = 53    | 52    |  (0, 50)   
  a = 5    b = 9    p = 53    | 44    | Not Cyclic 
  a = 6    b = 9    p = 53    | 58    |  (0, 50)   
  a = 7    b = 9    p = 53    | 52    |  (5, 13)   
  a = 8    b = 9    p = 53    | 60    |  (19, 36)  
  a = 9    b = 9    p = 53    | 65    |  (0, 50)   
  a = 10   b = 9    p = 53    | 60    |  (0, 50)   
  a = 11   b = 9    p = 53    | 43    |  (0, 50)   
  a = 12   b = 9    p = 53    | 41    |  (0, 50)   
  a = 13   b = 9    p = 53    | 63    |  (6, 12)   
  a = 14   b = 9    p = 53    | 48    |  (6, 16)   
  a = 15   b = 9    p = 53    | 55    |  (0, 50)   
  a = 16   b = 9    p = 53    | 54    |  (19, 21)  
  a = 17   b = 9    p = 53    | 68    |  (5, 22)   
  a = 18   b = 9    p = 53    | 62    |  (0, 50)   
  a = 19   b = 9    p = 53    | 45    |  (0, 50)   
  a = 20   b = 9    p = 53    | 52    |  (0, 50)   
  a = 21   b = 9    p = 53    | 52    | Not Cyclic 
  a = 22   b = 9    p = 53    | 53    |  (0, 50)   
  a = 23   b = 9    p = 53    | 57    |  (0, 50)   
  a = 24   b = 9    p = 53    | 58    |  (4, 13)   
  a = 25   b = 9    p = 53    | 66    |  (14, 33)  
  a = 26   b = 9    p = 53    | 60    | Not Cyclic 
  a = 27   b = 9    p = 53    | 58    |  (0, 50)   
  a = 28   b = 9    p = 53    | 48    | Not Cyclic 
  a = 29   b = 9    p = 53    | 60    |   (8, 8)   
  a = 31   b = 9    p = 53    | 54    |  (0, 50)   
  a = 32   b = 9    p = 53    | 63    |  (1, 28)   
  a = 33   b = 9    p = 53    | 62    |  (4, 24)   
  a = 34   b = 9    p = 53    | 42    |  (1, 16)   
  a = 35   b = 9    p = 53    | 59    |  (0, 50)   
  a = 36   b = 9    p = 53    | 63    |  (1, 24)   
  a = 37   b = 9    p = 53    | 51    |  (0, 50)   
  a = 38   b = 9    p = 53    | 47    |  (0, 50)   
  a = 39   b = 9    p = 53    | 59    |  (0, 50)   
  a = 40   b = 9    p = 53    | 53    |  (0, 50)   
  a = 41   b = 9    p = 53    | 64    |  (0, 50)   
  a = 42   b = 9    p = 53    | 52    | Not Cyclic 
  a = 43   b = 9    p = 53    | 60    | Not Cyclic 
  a = 44   b = 9    p = 53    | 48    | Not Cyclic 
  a = 45   b = 9    p = 53    | 48    |   (2, 1)   
  a = 46   b = 9    p = 53    | 58    |  (3, 42)   
  a = 47   b = 9    p = 53    | 42    |  (0, 50)   
  a = 48   b = 9    p = 53    | 44    | Not Cyclic 
  a = 49   b = 9    p = 53    | 64    |  (0, 50)   
  a = 50   b = 9    p = 53    | 56    |  (1, 22)   
  a = 51   b = 9    p = 53    | 66    |  (0, 50)   
  a = 52   b = 9    p = 53    | 57    |  (0, 50)   
  a = 0    b = 10   p = 53    | 54    |  (5, 33)   
  a = 1    b = 10   p = 53    | 48    | Not Cyclic 
  a = 2    b = 10   p = 53    | 59    |  (0, 13)   
  a = 3    b = 10   p = 53    | 60    | Not Cyclic 
  a = 4    b = 10   p = 53    | 68    |  (1, 42)   
  a = 5    b = 10   p = 53    | 60    |  (2, 44)   
  a = 6    b = 10   p = 53    | 57    |  (0, 13)   
  a = 7    b = 10   p = 53    | 60    | Not Cyclic 
  a = 8    b = 10   p = 53    | 42    |  (9, 49)   
  a = 9    b = 10   p = 53    | 66    |  (2, 47)   
  a = 10   b = 10   p = 53    | 54    |  (7, 23)   
  a = 11   b = 10   p = 53    | 52    |  (2, 27)   
  a = 12   b = 10   p = 53    | 66    |  (0, 13)   
  a = 13   b = 10   p = 53    | 52    | Not Cyclic 
  a = 14   b = 10   p = 53    | 62    |   (1, 5)   
  a = 15   b = 10   p = 53    | 58    |  (4, 44)   
  a = 16   b = 10   p = 53    | 55    |  (0, 13)   
  a = 17   b = 10   p = 53    | 58    |  (0, 13)   
  a = 18   b = 10   p = 53    | 56    |  (1, 33)   
  a = 19   b = 10   p = 53    | 64    |  (0, 13)   
  a = 20   b = 10   p = 53    | 63    |  (3, 16)   
  a = 21   b = 10   p = 53    | 57    |  (0, 13)   
  a = 22   b = 10   p = 53    | 48    |  (8, 50)   
  a = 23   b = 10   p = 53    | 44    | Not Cyclic 
  a = 24   b = 10   p = 53    | 64    |  (0, 13)   
  a = 25   b = 10   p = 53    | 53    |  (0, 13)   
  a = 26   b = 10   p = 53    | 54    |  (0, 13)   
  a = 27   b = 10   p = 53    | 53    |  (0, 13)   
  a = 28   b = 10   p = 53    | 63    |  (5, 13)   
  a = 29   b = 10   p = 53    | 52    |  (0, 13)   
  a = 30   b = 10   p = 53    | 44    | Not Cyclic 
  a = 31   b = 10   p = 53    | 59    |  (0, 13)   
  a = 33   b = 10   p = 53    | 52    | Not Cyclic 
  a = 34   b = 10   p = 53    | 41    |  (0, 13)   
  a = 35   b = 10   p = 53    | 45    |  (0, 13)   
  a = 36   b = 10   p = 53    | 42    |  (0, 13)   
  a = 37   b = 10   p = 53    | 47    |  (0, 13)   
  a = 38   b = 10   p = 53    | 60    |  (11, 13)  
  a = 39   b = 10   p = 53    | 52    |  (0, 13)   
  a = 40   b = 10   p = 53    | 43    |  (0, 13)   
  a = 41   b = 10   p = 53    | 57    |  (0, 13)   
  a = 42   b = 10   p = 53    | 58    |  (3, 51)   
  a = 43   b = 10   p = 53    | 51    |  (0, 13)   
  a = 44   b = 10   p = 53    | 48    | Not Cyclic 
  a = 45   b = 10   p = 53    | 45    |  (0, 13)   
  a = 46   b = 10   p = 53    | 60    |  (0, 13)   
  a = 47   b = 10   p = 53    | 60    |  (5, 23)   
  a = 48   b = 10   p = 53    | 48    |   (4, 1)   
  a = 49   b = 10   p = 53    | 63    |  (1, 22)   
  a = 50   b = 10   p = 53    | 58    |  (0, 13)   
  a = 51   b = 10   p = 53    | 62    |  (0, 13)   
  a = 52   b = 10   p = 53    | 65    |  (0, 13)   
  a = 0    b = 11   p = 53    | 54    |  (10, 51)  
  a = 1    b = 11   p = 53    | 63    |  (7, 34)   
  a = 2    b = 11   p = 53    | 45    |   (0, 8)   
  a = 3    b = 11   p = 53    | 57    |   (0, 8)   
  a = 4    b = 11   p = 53    | 47    |   (0, 8)   
  a = 5    b = 11   p = 53    | 52    | Not Cyclic 
  a = 6    b = 11   p = 53    | 52    |   (0, 8)   
  a = 7    b = 11   p = 53    | 53    |   (0, 8)   
  a = 8    b = 11   p = 53    | 57    |   (0, 8)   
  a = 9    b = 11   p = 53    | 58    |   (0, 8)   
  a = 10   b = 11   p = 53    | 52    | Not Cyclic 
  a = 11   b = 11   p = 53    | 66    |  (18, 23)  
  a = 12   b = 11   p = 53    | 60    |  (4, 21)   
  a = 13   b = 11   p = 53    | 48    | Not Cyclic 
  a = 14   b = 11   p = 53    | 58    |   (0, 8)   
  a = 15   b = 11   p = 53    | 60    |   (0, 8)   
  a = 16   b = 11   p = 53    | 58    |  (5, 51)   
  a = 17   b = 11   p = 53    | 60    |  (5, 50)   
  a = 18   b = 11   p = 53    | 41    |   (0, 8)   
  a = 19   b = 11   p = 53    | 44    | Not Cyclic 
  a = 20   b = 11   p = 53    | 54    |   (0, 8)   
  a = 21   b = 11   p = 53    | 48    |  (7, 36)   
  a = 22   b = 11   p = 53    | 56    |  (2, 13)   
  a = 23   b = 11   p = 53    | 62    |  (9, 24)   
  a = 24   b = 11   p = 53    | 54    |  (1, 47)   
  a = 25   b = 11   p = 53    | 57    |   (0, 8)   
  a = 26   b = 11   p = 53    | 59    |   (0, 8)   
  a = 27   b = 11   p = 53    | 62    |   (0, 8)   
  a = 28   b = 11   p = 53    | 60    |  (1, 27)   
  a = 29   b = 11   p = 53    | 51    |   (0, 8)   
  a = 30   b = 11   p = 53    | 52    |   (0, 8)   
  a = 31   b = 11   p = 53    | 45    |   (0, 8)   
  a = 32   b = 11   p = 53    | 59    |   (0, 8)   
  a = 33   b = 11   p = 53    | 53    |   (0, 8)   
  a = 34   b = 11   p = 53    | 44    | Not Cyclic 
  a = 35   b = 11   p = 53    | 64    |   (0, 8)   
  a = 36   b = 11   p = 53    | 58    |  (2, 12)   
  a = 37   b = 11   p = 53    | 52    |  (3, 34)   
  a = 38   b = 11   p = 53    | 60    | Not Cyclic 
  a = 39   b = 11   p = 53    | 60    | Not Cyclic 
  a = 40   b = 11   p = 53    | 65    |   (0, 8)   
  a = 41   b = 11   p = 53    | 48    |  (13, 12)  
  a = 42   b = 11   p = 53    | 48    | Not Cyclic 
  a = 43   b = 11   p = 53    | 43    |   (0, 8)   
  a = 44   b = 11   p = 53    | 42    |   (0, 8)   
  a = 46   b = 11   p = 53    | 63    |  (7, 27)   
  a = 47   b = 11   p = 53    | 64    |   (0, 8)   
  a = 48   b = 11   p = 53    | 63    |  (1, 22)   
  a = 49   b = 11   p = 53    | 55    |   (0, 8)   
  a = 50   b = 11   p = 53    | 66    |   (0, 8)   
  a = 51   b = 11   p = 53    | 42    |  (13, 50)  
  a = 52   b = 11   p = 53    | 68    |   (1, 8)   
  a = 0    b = 12   p = 53    | 54    |  (12, 16)  
  a = 1    b = 12   p = 53    | 40    |  (7, 16)   
  a = 2    b = 12   p = 53    | 66    |  (1, 42)   
  a = 3    b = 12   p = 53    | 42    |  (5, 24)   
  a = 4    b = 12   p = 53    | 53    |  (1, 21)   
  a = 5    b = 12   p = 53    | 45    |   (3, 1)   
  a = 6    b = 12   p = 53    | 44    |  (4, 10)   
  a = 7    b = 12   p = 53    | 45    |  (3, 22)   
  a = 9    b = 12   p = 53    | 66    |  (4, 18)   
  a = 10   b = 12   p = 53    | 65    |  (2, 27)   
  a = 11   b = 12   p = 53    | 60    | Not Cyclic 
  a = 12   b = 12   p = 53    | 60    |   (1, 5)   
  a = 13   b = 12   p = 53    | 43    |  (2, 24)   
  a = 14   b = 12   p = 53    | 48    | Not Cyclic 
  a = 15   b = 12   p = 53    | 48    | Not Cyclic 
  a = 16   b = 12   p = 53    | 56    |  (2, 23)   
  a = 17   b = 12   p = 53    | 50    |  (4, 12)   
  a = 18   b = 12   p = 53    | 44    |  (3, 27)   
  a = 19   b = 12   p = 53    | 64    | Not Cyclic 
  a = 20   b = 12   p = 53    | 55    |   (5, 5)   
  a = 21   b = 12   p = 53    | 49    |  (3, 46)   
  a = 22   b = 12   p = 53    | 63    |   (2, 8)   
  a = 23   b = 12   p = 53    | 56    |  (2, 15)   
  a = 24   b = 12   p = 53    | 57    |  (1, 14)   
  a = 25   b = 12   p = 53    | 48    |  (2, 21)   
  a = 26   b = 12   p = 53    | 46    |  (7, 22)   
  a = 27   b = 12   p = 53    | 49    |  (1, 27)   
  a = 28   b = 12   p = 53    | 51    |  (4, 33)   
  a = 29   b = 12   p = 53    | 54    |  (1, 28)   
  a = 30   b = 12   p = 53    | 46    |  (1, 34)   
  a = 31   b = 12   p = 53    | 52    |  (1, 16)   
  a = 32   b = 12   p = 53    | 60    |  (7, 46)   
  a = 33   b = 12   p = 53    | 54    |  (4, 46)   
  a = 34   b = 12   p = 53    | 64    | Not Cyclic 
  a = 35   b = 12   p = 53    | 67    |  (2, 14)   
  a = 36   b = 12   p = 53    | 48    |  (1, 46)   
  a = 37   b = 12   p = 53    | 50    |  (3, 16)   
  a = 38   b = 12   p = 53    | 48    |  (5, 50)   
  a = 39   b = 12   p = 53    | 50    |  (10, 36)  
  a = 40   b = 12   p = 53    | 60    | Not Cyclic 
  a = 41   b = 12   p = 53    | 48    |  (16, 10)  
  a = 42   b = 12   p = 53    | 42    |  (5, 33)   
  a = 43   b = 12   p = 53    | 56    | Not Cyclic 
  a = 44   b = 12   p = 53    | 50    |  (11, 5)   
  a = 45   b = 12   p = 53    | 51    |  (2, 51)   
  a = 46   b = 12   p = 53    | 55    |  (1, 18)   
  a = 47   b = 12   p = 53    | 56    |   (5, 1)   
  a = 48   b = 12   p = 53    | 56    | Not Cyclic 
  a = 49   b = 12   p = 53    | 61    |  (1, 50)   
  a = 50   b = 12   p = 53    | 51    |  (1, 13)   
  a = 51   b = 12   p = 53    | 63    |   (1, 8)   
  a = 52   b = 12   p = 53    | 45    |  (16, 8)   
  a = 0    b = 13   p = 53    | 54    |  (4, 36)   
  a = 1    b = 13   p = 53    | 63    |  (1, 42)   
  a = 2    b = 13   p = 53    | 60    | Not Cyclic 
  a = 3    b = 13   p = 53    | 59    |  (0, 15)   
  a = 4    b = 13   p = 53    | 57    |  (0, 15)   
  a = 5    b = 13   p = 53    | 41    |  (0, 15)   
  a = 6    b = 13   p = 53    | 66    |  (8, 34)   
  a = 7    b = 13   p = 53    | 47    |  (0, 15)   
  a = 8    b = 13   p = 53    | 66    |  (0, 15)   
  a = 9    b = 13   p = 53    | 43    |  (0, 15)   
  a = 10   b = 13   p = 53    | 58    |  (5, 33)   
  a = 11   b = 13   p = 53    | 51    |  (0, 15)   
  a = 12   b = 13   p = 53    | 56    |  (7, 49)   
  a = 13   b = 13   p = 53    | 60    |  (0, 15)   
  a = 14   b = 13   p = 53    | 57    |  (0, 15)   
  a = 15   b = 13   p = 53    | 63    |  (1, 33)   
  a = 16   b = 13   p = 53    | 64    |  (0, 15)   
  a = 17   b = 13   p = 53    | 65    |  (0, 15)   
  a = 18   b = 13   p = 53    | 53    |  (0, 15)   
  a = 19   b = 13   p = 53    | 59    |  (0, 15)   
  a = 20   b = 13   p = 53    | 44    | Not Cyclic 
  a = 21   b = 13   p = 53    | 60    |  (15, 24)  
  a = 22   b = 13   p = 53    | 52    | Not Cyclic 
  a = 23   b = 13   p = 53    | 42    |  (7, 27)   
  a = 24   b = 13   p = 53    | 42    |  (0, 15)   
  a = 25   b = 13   p = 53    | 52    |  (3, 50)   
  a = 26   b = 13   p = 53    | 52    |  (0, 15)   
  a = 27   b = 13   p = 53    | 62    |  (8, 23)   
  a = 28   b = 13   p = 53    | 58    |  (2, 36)   
  a = 29   b = 13   p = 53    | 58    |  (0, 15)   
  a = 30   b = 13   p = 53    | 45    |  (0, 15)   
  a = 31   b = 13   p = 53    | 63    |  (4, 28)   
  a = 32   b = 13   p = 53    | 48    |  (14, 5)   
  a = 33   b = 13   p = 53    | 44    | Not Cyclic 
  a = 34   b = 13   p = 53    | 62    |  (0, 15)   
  a = 35   b = 13   p = 53    | 54    |  (0, 15)   
  a = 36   b = 13   p = 53    | 48    | Not Cyclic 
  a = 37   b = 13   p = 53    | 52    |  (0, 15)   
  a = 38   b = 13   p = 53    | 68    |  (2, 16)   
  a = 40   b = 13   p = 53    | 60    | Not Cyclic 
  a = 41   b = 13   p = 53    | 45    |  (0, 15)   
  a = 42   b = 13   p = 53    | 54    |  (8, 15)   
  a = 43   b = 13   p = 53    | 60    |  (1, 51)   
  a = 44   b = 13   p = 53    | 52    | Not Cyclic 
  a = 45   b = 13   p = 53    | 57    |  (0, 15)   
  a = 46   b = 13   p = 53    | 55    |  (0, 15)   
  a = 47   b = 13   p = 53    | 48    | Not Cyclic 
  a = 48   b = 13   p = 53    | 64    |  (0, 15)   
  a = 49   b = 13   p = 53    | 60    |  (1, 13)   
  a = 50   b = 13   p = 53    | 48    |  (5, 21)   
  a = 51   b = 13   p = 53    | 58    |  (0, 15)   
  a = 52   b = 13   p = 53    | 53    |  (0, 15)   
  a = 0    b = 14   p = 53    | 54    |  (1, 42)   
  a = 1    b = 14   p = 53    | 57    |  (3, 16)   
  a = 2    b = 14   p = 53    | 56    | Not Cyclic 
  a = 3    b = 14   p = 53    | 64    | Not Cyclic 
  a = 4    b = 14   p = 53    | 56    | Not Cyclic 
  a = 5    b = 14   p = 53    | 48    | Not Cyclic 
  a = 6    b = 14   p = 53    | 48    |  (13, 13)  
  a = 7    b = 14   p = 53    | 66    |  (6, 22)   
  a = 8    b = 14   p = 53    | 54    |  (2, 12)   
  a = 9    b = 14   p = 53    | 53    |  (1, 36)   
  a = 10   b = 14   p = 53    | 51    |   (1, 5)   
  a = 11   b = 14   p = 53    | 45    |  (2, 16)   
  a = 12   b = 14   p = 53    | 56    |  (2, 24)   
  a = 13   b = 14   p = 53    | 56    |  (1, 44)   
  a = 14   b = 14   p = 53    | 44    |  (1, 33)   
  a = 15   b = 14   p = 53    | 42    |  (26, 15)  
  a = 16   b = 14   p = 53    | 43    |   (2, 1)   
  a = 17   b = 14   p = 53    | 50    |  (7, 23)   
  a = 19   b = 14   p = 53    | 60    |  (10, 12)  
  a = 20   b = 14   p = 53    | 42    |  (11, 44)  
